"name","sys_id"
"User Guide","0eb86d28a920211076daa554cb57d9a8"
"Checklist component","0ed05f74ace85901a80c4be40aa8e02c"
"Service Operations Workspace ITSM Common","0eef12637311301045216238edf6a75e"
"Notification Unify Preference Service","0ef7e924a920211076daa554cb57d94d"
"Transaction stats","0f1ded68a9a0211076daa554cb57d9f5"
"@servicenow/now-input","0f282d64a920211076daa554cb57d93e"
"Change Management - Change Success Score","0f3b87c173330010491d235f04f6a7ab"
"Cloud API","0f7325250b21220033bc05ae37673a53"
"GRC: Approver Configurator","0f7b5d4b1b6a30107d5d0d02604bcb31"
"Ten Cool Things","0fa079e8a9e0211076daa554cb57d944"
"Change Management - Change Related Incidents","0fa1f560a924211076daa554cb57d9ca"
"Human Resources: Employee Relations","0fcd4ba63b910010d901655593efc4fd"
"Hardware Model Normalization","0fd6aa2c872e3d50efbf1f473cbb352b"
"Targeted Communications","0fdd6483d72302004f1e82285e61033a"
"Connect Support","0fe19e7387d121104b1fa64d0ebb3544"
"Database Storage for Images","0fe7e524a920211076daa554cb57d909"
"3cLogic Portal","0feb8724dbf85f404c5b9c27db961923"
"@devsnc/sn-uibtk-loader","0fefa9e4a9e0211076daa554cb57d94f"
"Connect Spoke for Flow Designer","1001796ca9e0211076daa554cb57d911"
"Guided App Creator Overrides","102135aca9e0211076daa554cb57d950"
"GlideQuery","104f6d64a9e0211076daa554cb57d9ca"
"@devsnc/sn-uibtk-props-pane","10572c07a38b44bd802a17d7b4f45928"
"Report Charting v2","1079296ca920211076daa554cb57d958"
"Communities","10809a9edb866200b1f6f78eaf961904"
"Vendor Risk Management integration with EcoVadis","10961e025b033010c11cc18e0681c729"
"@devsnc/sn-service-mapping","10cf21e4a9e0211076daa554cb57d9d2"
"Human Resources: Workspace","113909d3533223007d70ddeeff7b12a7"
"@devsnc/sn-mfa-validate","11609c8645ed25503b288edf14e97fe4"
"@devsnc/sn-layout","11610db9dad5ddd1feb5f530dab5932f"
"Admin Center","1163fa730f102010e8c940c1df767e8c"
"Connect Spoke","116703c19f200300af7196fcc67fcf17"
"Social Knowledge","11722b01473231007f47563dbb9a7154"
"Goal Framework","11879041532030103913ddeeff7b12d8"
"Microsoft Azure Translator Service Spoke","1197b1527720330030e8528069106172"
"app-hr-components","11bc9daa97166550da6cdc04a253af76"
"Conversational Interfaces Settings","11d5b524a964211076daa554cb57d903"
"Application Design Restrictions","11d86968a920211076daa554cb57d9ca"
"ServiceNow IntegrationHub Standard Pack Installer","11dc02fb875121104b1fa64d0ebb35ef"
"@devsnc/sn-ihub-entity-field-editor","11ef29e4a9e0211076daa554cb57d993"
"Subscription Based Notifications 2.0","11f7a924a920211076daa554cb57d95b"
"Digital Signature API","12287edb537c301037daddeeff7b12cf"
"Integration hub wizards","12523964a924211076daa554cb57d9a2"
"Change Management Workflows","125e6920a9e0211076daa554cb57d94c"
"@servicenow/now-code-editor","1270dd32ed84573111a4d4988da9aadb"
"sn-process-automation-designer","1293c996ad48c7d88400c13afef3cdff"
"Automated Test Framework - Lists","12de29e0a9e0211076daa554cb57d91a"
"WebKit HTML to PDF","12e23928a924211076daa554cb57d955"
"Glide Conversation Server Adapters","12e53d24a964211076daa554cb57d918"
"sn-app-par-components-info-panel","12f5a39a6787b9a083515d812bf82e49"
"Workday HR Spoke","133e9dacdb910010ea4494d9db961988"
"Notification Advanced Preferences","136453f01a7188292b179944baea19c3"
"Key Management Framework Scoped App","13976da0a920211076daa554cb57d951"
"Decision Table Builder","13aa96a16bcefa78b16cc99ed9e4f1f4"
"now-chat-window","13af6da4a9e0211076daa554cb57d9d5"
"Audio player component","1413ad1f928681642b2f3ad115fd41b8"
"Centralized Connection and Credential","142ee5eca9a0211076daa554cb57d9d0"
"ServiceNow eBonding Spoke for ServiceNow IntegrationHub","143dca3f875121104b1fa64d0ebb353f"
"@servicenow/now-sla-timer","1447b3edf3f9852f9eca12a17b4e62b8"
"sn-component-file-icon","1455a5103df039f5601d0b82e1cbd62a"
"ServiceNow IntegrationHub Action Step - REST","1462b964a924211076daa554cb57d997"
"Service Catalog - Requested For variable type (do not activate...see plugin description)","14c2b9e4a924211076daa554cb57d96d"
"Knowledge Management Wiki Support","14fda5aca9a0211076daa554cb57d994"
"HR Service Delivery Advanced Integration with Workday","1575864a1b8de41050d621b5ec4bcbe1"
"Service Level Management - SLA Timer Config API","15a17560a924211076daa554cb57d93a"
"Homepage Splash Page","15aee5a0a9e0211076daa554cb57d92a"
"sn-config-table-connected","15bfeda4a9e0211076daa554cb57d93d"
"sn-par-filter-config-datasource","15dd7557a36fab62db809f577a249b1a"
"sn-nlq-analytics","15ec588bcdcbf2eba5413a2c5a7820e3"
"Flow Designer Code Signing","15f23d28a924211076daa554cb57d92d"
"LDAP Support","15fce168a9a0211076daa554cb57d951"
"UX Data Broker","16082164a920211076daa554cb57d9ff"
"Query stats","161dad68a9a0211076daa554cb57d9ba"
"Service Portal - Service Catalog v2","161fed24a9e0211076daa554cb57d9d7"
"Service level management guided tour","165179eca9e0211076daa554cb57d949"
"@now-par-components/sn-par-metricbase","1696ce244c85dd6248bf333af252c2fa"
"@devsnc/sn-uibtk-create-page","16ef69e4a9e0211076daa554cb57d9ca"
"Agent Workspace","16f1f1e0a924211076daa554cb57d98e"
"Instance Management Client","16fc2568a9a0211076daa554cb57d9b1"
"Active Transaction Management","16fc2568a9a0211076daa554cb57d9b7"
"Service Catalog - Workspace","1712bde0a924211076daa554cb57d98e"
"State Transition Models - Foundation Data","17203d28a9e0211076daa554cb57d935"
"@devsnc/sn-options-list","1738ad64a920211076daa554cb57d913"
"UX Metrics Client","173f2d64a9e0211076daa554cb57d96f"
"DevOps Config Policy Content Pack","1744f85b53473010b231ddeeff7b12bd"
"@servicenow/now-stepper","1748ed64a920211076daa554cb57d987"
"Virtual Agent Designer","1756bda4a964211076daa554cb57d95c"
"@servicenow/now-record-list","176f65a4a9e0211076daa554cb57d911"
"Geolocation","178a5f30c3227190b2ce78f9d0013157"
"sn-component-workspace-shn","17af6da4a9e0211076daa554cb57d9bc"
"CMDB Dashboard","17b0712ca9e0211076daa554cb57d9ac"
"Flow Designer Action Step Template","17c0f52ca9e0211076daa554cb57d95f"
"Resource Grid Interface","17da28a887d2e910efbf1f473cbb35ef"
"@devsnc/sn-uibtk-element-context-menu","17e903a79653e3385899e6e73b3dcfff"
"Export to PowerPoint","17f405f777210110c974206acd5a9953"
"NLU Workbench - Properties","1803fd28a924211076daa554cb57d9ff"
"Cloud Provisioning and Governance Core","180622e9c38f3d10b2ce78f9d00131c8"
"Change Management - CAB Workbench","18351d53eb32120034d1eeea1206fe79"
"Templated Responses","1852b564a924211076daa554cb57d94e"
"Watershed integration for ESG","1857a264eb680110fba682f238522848"
"FX Currency","1869a16ca920211076daa554cb57d930"
"FDIH Dashboard","1872ee045b100110ab933520b881c727"
"ServiceNow Help and Guidance Backend","1890fda8a9e0211076daa554cb57d9e6"
"Microsoft Integrations - Core","1892de6953421010fa75ddeeff7b1268"
"Application Portfolio Management - TRM","18bb0b1c87126910efbf1f473cbb35b7"
"Sentiment Analysis","18bf4ef7879121104b1fa64d0ebb35e0"
"Search Signal Event Data","18f8a5a8a920211076daa554cb57d939"
"Translation Commons","1941dabf879121104b1fa64d0ebb35fe"
"Knowledge Product Entitlements","196a5b30c3227190b2ce78f9d00131e6"
"Rollback Capabilities","199769a0a920211076daa554cb57d990"
"Consumer Service Portal","199e106697495110269b728c1253af3d"
"Code Signing framework","19f23d28a924211076daa554cb57d931"
"Ordered Email Processing","19f7a924a920211076daa554cb57d951"
"Configuration Data Management","1a2ce8260f80001063ae409dc4767e65"
"Collision APIs","1a882de4a920211076daa554cb57d9bb"
"Plugin Management","1a97e9a0a920211076daa554cb57d949"
"Query rules","1ab2cf14879e2910efbf1f473cbb3511"
"GraphQL Schema for Knowledge in Contextual Search","1abeada0a9e0211076daa554cb57d90e"
"Decision Table Service","1ad0f92ca9e0211076daa554cb57d91d"
"Change Management - Color Picker","1ae06f355710130034d169202d94f92e"
"Delegated Dev User Administration","1ae3c8a3c3221200f25d174292d3aea3"
"CORS support for REST API","1b3de9a8a9a0211076daa554cb57d9bd"
"CAB Workbench - Form Layout","1b4135eca9e0211076daa554cb57d9d9"
"@servicenow/now-message","1b48ed64a920211076daa554cb57d990"
"ServiceNow IntegrationHub Runtime","1b527964a924211076daa554cb57d986"
"ITIL Services","1b5c2d64a9a0211076daa554cb57d9b4"
"Environmental, Social, Governance Management","1b6502f1b38070102fd4ea5b86a8dc23"
"Wiki Plugin","1b7829e4a920211076daa554cb57d90c"
"Execution Plan Plugin","1badad2ca9a0211076daa554cb57d91f"
"Employee Document Management","1baeb0339371030092051d1e867ffb08"
"Benchmark Common","1bc6c2d3db92220004997878f0b8f571"
"Tiny URL Support","1be7e524a920211076daa554cb57d97c"
"@devsnc/sn-record-email","1bedd80afdf4872ba80260297cc7b819"
"CMDB - Business Process","1bf2bd28a924211076daa554cb57d996"
"Customer Service Base Portal","1c020350879e2910efbf1f473cbb351b"
"MID Server","1c0e2daca9a0211076daa554cb57d9f8"
"Targeted Communications","1c103128a9e0211076daa554cb57d995"
"Service Catalog Page for UXF Workspace","1c124750879e2910efbf1f473cbb35bc"
"UI Extension Points","1c2d61a8a9a0211076daa554cb57d97c"
"Performance Analytics - Enhanced UI","1c3f9f936741030032468aaad485efda"
"sn-app-par-components-share-info","1c53db6a0c96b7df9ff3b72e3d3e7a5e"
"Microsoft AD Spoke for IntegrationHub","1c5d067f875121104b1fa64d0ebb3544"
"@devsnc/sn-record-tablename-connected","1c6fe1a4a9e0211076daa554cb57d9e9"
"Approval Engine","1c7ce5a4a9a0211076daa554cb57d902"
"Dynamic Operands for DateTime Fields","1c8acf9487126910efbf1f473cbb3554"
"Service Level Management - Contract Management Integration","1c8e2960a9e0211076daa554cb57d9fe"
"@servicenow/now-tooltip","1ca5f77e37842fe38304432b3f75e983"
"Guided Setup","1cb77a801b9af01039c155f3604bcb9e"
"Map UI Component for threat and alert data feeds","1cbed1ece490ec766b207f0e6c5d83bf"
"sn-platform-email-client","1cc6c59e46a827c01de2d834785cb250"
"@servicenow/now-list-menu","1ccc514914f9914b0daf263369cfe648"
"@devsnc/sn-record-file-attachment","1cd4788cf4a856a51963129248877c23"
"REST API Provider","1cd76de0a920211076daa554cb57d921"
"Diagram Builder","1cf7ad026abf3abab12e761ddaa6e9df"
"Agent Workspace - Declarative Actions","1d0239e0a924211076daa554cb57d948"
"Database Views","1d67a960a920211076daa554cb57d9be"
"Configuration Data Management Utils","1d79696ca920211076daa554cb57d991"
"Walk-up Experience","1da803b9b3b10300f686a72256a8dcbc"
"Visual Task Boards","1da8a528a920211076daa554cb57d91b"
"Email Automatic User Creation","1daee5a0a9e0211076daa554cb57d939"
"sn-par-filter-config-panel","1daf6da4a9e0211076daa554cb57d914"
"sn-component-interview-templates","1dc31e0ee30f729c553c71bf52a62e1c"
"Data registry dependency","1dce87dc9712e910da6cdc04a253afae"
"ServiceNow IntegrationHub Action Step - Zip","1ddc02fb875121104b1fa64d0ebb35f5"
"REST API Provider Code Signing","1df23d28a924211076daa554cb57d93f"
"Agent Group Management","1e01a5e687522550efbf1f473cbb3520"
"Service Portal Favorites","1e0f2924a9e0211076daa554cb57d99c"
"GRC: Workbench","1e329b1f4fb61200dab93cb28110c7cc"
"Knowledge Management - Add-in for Microsoft Word","1e43bf7d87320010420e5cdac5cb0bd4"
"@devsnc/sn-catalog-price","1e72b4717be4fd6620166e7d487547ff"
"Change Management Overview Homepage","1e803da8a9e0211076daa554cb57d9f8"
"Employee Profile","1e95bac2738f001001b566b90ff6a7cd"
"@servicenow/now-radio-group","1e9fe9a4a9e0211076daa554cb57d982"
"UX List Configurations","1f08a164a920211076daa554cb57d9aa"
"Application Insights Utils","1f3335a8a924211076daa554cb57d94a"
"EVAM Guided Tour","1f4135eca9e0211076daa554cb57d9ae"
"Certification Core","1f5c2d64a9a0211076daa554cb57d9b9"
"Auto Recovery","1f682da4a920211076daa554cb57d937"
"CSM Configurable Workspace","1fadec2e771a10102c30945caa106130"
"@devsnc/sn-catalog-description","1fbf21e4a9e0211076daa554cb57d91a"
"Openframe Integration App","1fce1c6473ab101021461f477bf6a771"
"@devsnc/sn-search-results-container","1fd83e4d74ede810ecb540a9266dd545"
"Process Automation Designer Core - Model","203683d487de2910efbf1f473cbb35e4"
"sn-pill-field","203ee42d1a47d22a077aaec9ab117dab"
"Contributor User","204773b4b3865010a9dce6e316a8dc26"
"Calendar component","2075d727af5415754890fa6ae3ca42ac"
"Service Level Management - ATF Tests","20a1f160a924211076daa554cb57d9f0"
"Form Personalization","20a86528a920211076daa554cb57d952"
"@devsnc/sn-glide-query-base","20c81732ad068094f0531873a53605dc"
"@devsnc/sn-help-panel","20cf21e4a9e0211076daa554cb57d9ec"
"Flow Designer Action Trigger","20d0392ca9e0211076daa554cb57d9f6"
"Learning Posts","20f2dbe30f312010ff5ac8337a767e7b"
"Action Status","214622670b571300c9c86c9037673a6f"
"Mobile Studio API Support","21592d2ca920211076daa554cb57d9f5"
"Stats for Physical Tables","2169e16ca920211076daa554cb57d9d2"
"Performance Analytics - Content Pack - Application Portfolio Management","218a03d487126910efbf1f473cbb35eb"
"Automated Test Framework for Survey","2191fd20a924211076daa554cb57d9bf"
"@servicenow/now-empty-state","219fe9a4a9e0211076daa554cb57d92f"
"ITIL Reporting examples","21aee5a0a9e0211076daa554cb57d94a"
"Glide Conversation Server Field Validator","21cce128a9a0211076daa554cb57d9a4"
"sn-hr-forms","21d0296697566550da6cdc04a253af72"
"Knowledge Management - Guided Setup","21ea9ae47301230083511c86fbf6a71d"
"ML UI","21f30bcdb7d03300d1dcf8b8ee11a9eb"
"Email Service","21f7a924a920211076daa554cb57d9ae"
"Skill Determination","2201fdae87d22550efbf1f473cbb3502"
"Performance Analytics - PA Solution Library","2231bdaca9e0211076daa554cb57d917"
"Asset Management Performance Analytics","2233f1a8a924211076daa554cb57d949"
"@servicenow/now-condition-builder-record-count","2248ed64a920211076daa554cb57d94e"
"i18n Parameterized messages","22572960a920211076daa554cb57d972"
"GraphQL Schema for Contextual Search","225e6920a9e0211076daa554cb57d9cf"
"Service Catalog for mobile","2263a68187032300e0ef0cf888cb0b3f"
"Walk-up Experience for Service Operations Workspace","2290bab1eb4e3010e0ef83c45e5228b5"
"High Security Settings","22cd696ca9a0211076daa554cb57d98f"
"SMS Preferences","22d9a1a70b5323008401818393673a16"
"Angular UI Bootstrap","22f72d24a920211076daa554cb57d90a"
"Angular AMB Services","22f72d24a920211076daa554cb57d90e"
"Upgrade Client","22fc6568a9a0211076daa554cb57d947"
"CMDB Agent Workspace","230016d573131300ee4dd3c72bf6a7cd"
"Vulnerability Response Dependencies","230eaf7287c7f150efbf1f473cbb3595"
"Security Integration Framework","23110533cc9603008c5b6186dd65352c"
"HR Service Delivery for Microsoft 365","23364660c3b31010aab55b79c840ddc2"
"Context-Sensitive Help Rest API","233de9a8a9a0211076daa554cb57d9f3"
"Predictive Intelligence - Enhanced UI","233f2d64a9e0211076daa554cb57d9b0"
"Performance Analytics - Content Pack - Human Resources Scoped App","2341e52a87522550efbf1f473cbb354c"
"@servicenow/now-vis-navigator","234ba2a72dbec46f8d354090e04f1903"
"Customer Service with Request Management","235a07d49712e910da6cdc04a253af46"
"Employee Center Pro","236addd4d75048c1a5f250d73c064976"
"OAuth 2.0","237829e4a920211076daa554cb57d944"
"sn-devx-components","239f2da4a9e0211076daa554cb57d97c"
"GRC: Regulatory Change Management","23af441bdb7c10100ecb441d139619ff"
"Knowledge Management - Add-in for Microsoft Word","23b8a1ae87922550efbf1f473cbb3513"
"@servicenow/now-kb-office-addin","23b8a1ae87922550efbf1f473cbb3515"
"@servicenow/now-data-set","23d96fa159d9647b3cd20e38706c6954"
"@devsnc/sn-uibtk-domain-picker","23ded90d1eadbd145987f952e9f6c97b"
"Flow Designer - Designer","2401796ca9e0211076daa554cb57d941"
"Performance Analytics Content Pack for Essential SAFe","2404ae915b40330036c32c1cf0f91ac1"
"Service Model Designer","240622e9c38f3d10b2ce78f9d00131cc"
"Appointment Booking Demo Data","241c57f0c3227190b2ce78f9d001317e"
"User Criteria","242d61a8a9a0211076daa554cb57d9ce"
"sn-app-kpi-details","2437c8e2b731011008341664de11a9ba"
"Gamification Core Framework","245339a687162550efbf1f473cbb35b9"
"Service Level Management Dashboard","24a13560a924211076daa554cb57d944"
"GraphQL API Framework","2508ed24a920211076daa554cb57d9dd"
"SNC Code Editor","2508ed24a920211076daa554cb57d9e0"
"Change Management - Change Success Score","251b8f5887126910efbf1f473cbb3546"
"sn-canvas-core","2542b164a924211076daa554cb57d94f"
"Password Reset API","257075a8a9e0211076daa554cb57d996"
"System Import Sets","25a721e0a920211076daa554cb57d92d"
"Service Catalog - Channel Source Analytics","25d27128a924211076daa554cb57d9dd"
"Email Access Restriction","25f7a924a920211076daa554cb57d9b2"
"UKG Spoke","2624e6cc1b2a8810e2e2fdd2cd4bcba3"
"Process Automation Designer Core - Runtime","262643d487de2910efbf1f473cbb3538"
"@servicenow/now-card","2628e964a920211076daa554cb57d9d2"
"Configuration Management (CMDB) Related Items Performance Accelerator","262c65a0a9a0211076daa554cb57d913"
"Sitemap Generator","26329d35f52d4510f877c32d14052947"
"ServiceWorker Manager","264259f1c30320101e6b79222840ddc7"
"Advanced Work Assignment for HRSM","2648e0d377573300f178e431a9106163"
"Security Incident Response UI","265854e40b233200b97c67d985673a3f"
"Contextual Search","265e6920a9e0211076daa554cb57d9ca"
"Contextual Search - Internal","265e6920a9e0211076daa554cb57d9cd"
"@servicenow/now-record-number","2672eb267c3e8d16d6c612c30425e79f"
"CSM Household","26ace622b3930010700b4d43c6a8dcd3"
"Project Portfolio Suite Portal Commons","26ba682887d2e910efbf1f473cbb35f8"
"ITSM Workspace Landing Pages","2712fde0a924211076daa554cb57d91b"
"app-hr-components","27364c6290fed3adda14d3beb44f587e"
"Document Management","278ac3d487126910efbf1f473cbb35f5"
"Data Structures","278c21e4a9a0211076daa554cb57d9c8"
"@now-par-components/sn-par-metrics","2790338ee7935660810510f8d97befd5"
"CSM and FSM Configurable Workspace Foundation","27b568be53b11010d4f9ddeeff7b12c5"
"sn-component-va-web-client","27cb8f3249733c04768836ad4e145cdf"
"Advanced Work Assignment for CSM","27f3cbd8879e2910efbf1f473cbb353d"
"User Criteria Scoped API","28033168a924211076daa554cb57d927"
"AI Search Index Sources","282929e8a920211076daa554cb57d998"
"sn-pa-target-form-connected","2841445da27ce98536654b3edbf8abca"
"Global Ranking Application","287aa0ec97dae910da6cdc04a253af52"
"Learning Core","288533960f062010ff5ac8337a767ecb"
"Human Resources Scoped App: Employee Journeys - Parental Leave of Absence","28db25a2971a6550da6cdc04a253af24"
"GraphQL Plugin","2908ed24a920211076daa554cb57d9c7"
